LINHA,TIPO_EMBARCACAO,MAT_CASCO,COMPRIMENTO,BOCA,CALADO,PONTAL,POTENCIA,VELOCIDADE,NUM_PROP,TPB,DESLOC_LEVE,NUM_GERADORES,CAP_PASSAGEIROS,CAP_CARGA,TRIPULANTES,DURACAO_VIAGEM,CONSUMO_COMBUSTIVEL
MANACAPURU - CAAPIRANGA,CHATA,MADEIRA,18.0,3.4,2.0,3.15,430,20,1,25,4,1,55,20,2,6.0,300.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,4.1,1.1,1.7,420,28,1,35,7,0,60,0,2,2.0,150.0
SANTA CRUZ DO ARARI - CACHOEIRA DO ARARI,LANCHA,ALUMINIO,10.0,2.2,0.9,1.3,150,25,1,18,5,0,20,0,2,2.0,120.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,16.0,4.0,0.8,1.1,180,14,1,33,8,1,65,0,3,0.8,40.0
BELEM - ARAPARI,PASSAGEIRO,MADEIRA,26.0,6.0,1.6,1.8,367,15,1,15,7,1,271,0,3,0.8,20.0
MANAUS - NOVA OLINDA DO NORTE,PASSAGEIRO/CARGA GERAL,MADEIRA,34.4,8.2,2.25,2.8,600,18,2,160,30,2,178,130,5,12.0,700.0
MANAUS - NOVO AIRAO,PASSAGEIRO/CARGA GERAL,MADEIRA,25.5,7.6,1.82,2.15,460,14,1,72,12,1,121,60,3,9.0,700.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,2.5,1.0,1.9,300,15,1,12,3,1,40,10,3,10.0,350.0
GURUPA - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,6.0,1.7,1.7,147,12,2,80,20,2,70,75,6,12.0,200.0
CAMETA - TUCURUI,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.0,0.9,1.6,200,20,2,10,4,1,40,5,3,13.0,500.0
SANTAREM - GURUPA,PASSAGEIRO/CARGA GERAL,MADEIRA,15.0,4.0,1.0,1.2,114,15,1,30,5,1,35,30,2,7.0,75.0
SANTAREM - MONTE ALEGRE,PASSAGEIRO/CARGA GERAL,MADEIRA,31.0,6.0,1.2,1.5,420,15,1,60,15,2,135,60,5,5.0,250.0
BELEM - CHAVES,OUTRO,MADEIRA,20.8,4.85,1.5,1.8,180,10,1,50,7,1,15,45,3,18.0,350.0
SANTAREM - CACHOEIRA DO ARUA,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,3.95,1.0,1.4,160,10,1,20,4,1,45,17,3,10.0,200.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,14.0,3.0,0.7,1.1,150,14,1,29,7,1,60,0,2,0.8,50.0
SANTAREM - ITAITUBA,LANCHA,ALUMINIO,33.0,4.3,1.0,1.6,800,25,1,35,7,1,112,0,3,4.0,600.0
SANTANA - VITORIA DO XINGU,PASSAGEIRO/CARGA GERAL,MADEIRA,21.0,5.8,1.5,2.1,190,16,2,40,6,3,98,34,7,20.0,500.0
MANAUS - CACAU PEREIRA,PASSAGEIRO,ALUMINIO,13.51,2.6,1.5,1.9,294,15,1,12,18,2,40,10,1,0.5,10.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,3.8,1.45,2.05,420,30,1,35,7,0,65,0,2,2.0,150.0
CAMETA - TUCURUI,LANCHA,ALUMINIO,17.0,2.8,0.6,0.9,608,30,1,35,7,0,80,0,4,6.0,350.0
SANTAREM - ARAPIUNS,PASSAGEIRO/CARGA GERAL,MADEIRA,15.8,4.3,1.2,1.2,200,15,1,20,4,1,30,17,2,10.0,350.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,18.0,3.0,0.8,1.0,160,16,1,45,12,1,65,0,2,0.8,45.0
SANTAREM - SANTANA DO TAPARA,PASSAGEIRO/CARGA GERAL,MADEIRA,21.7,5.5,1.7,2.0,200,10,1,60,12,2,89,60,4,3.0,150.0
MANAUS - MANAQUIRI,LANCHA,ALUMINIO,20.0,3.0,1.0,1.4,600,25,1,39,8,1,63,0,4,2.0,280.0
SANTAREM - ORIXIMINA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,37.0,8.0,1.1,1.3,250,12,1,250,50,3,308,208,6,8.0,700.0
TUCURUI - BAIAO,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,4.0,1.7,2.3,190,17,1,50,10,1,80,40,3,5.5,300.0
BELEM - BARCARENA,PASSAGEIRO,MADEIRA,18.78,4.8,0.66,1.0,240,13,2,20,5,2,115,0,3,0.7,70.0
BELEM - CAMARA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,43.0,8.5,2.5,2.8,367,13,2,25,4,2,600,0,4,1.5,600.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,17.0,3.5,0.9,1.5,410,25,1,35,7,0,60,0,2,2.0,150.0
ITAITUBA - AVEIRO,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,4.2,1.0,1.3,200,15,1,20,4,1,35,20,3,7.0,150.0
CURRALINHO - OEIRAS DO PARA,LANCHA,ALUMINIO,22.0,4.5,0.7,2.0,2240,24,2,18,5,1,96,5,3,0.8,60.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,14.69,2.9,0.6,1.4,220,14,1,29,7,0,69,0,3,0.8,25.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,24.0,4.8,1.17,1.3,180,12,1,29,7,1,120,0,3,0.8,50.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,19.0,4.3,1.0,1.5,390,23,1,35,7,0,60,0,2,2.0,150.0
MANAUS - MANACAPURU,PASSAGEIRO,MADEIRA,20.0,4.5,0.99,1.0,114,12,1,29,7,1,30,15,3,10.0,400.0
MANAUS - ANORI,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,6.0,2.5,2.8,350,12,1,53,12,2,80,40,3,20.0,400.0
MANAUS - MAUES,PASSAGEIRO/CARGA GERAL,ACO NAVAL,45.0,10.0,2.69,3.26,915,12,1,950,180,1,452,800,7,13.0,500.0
MANAUS - AUTAZES,PASSAGEIRO/CARGA GERAL,ACO NAVAL,38.0,7.3,1.65,2.0,412,20,1,169,30,2,97,150,5,9.0,400.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,3.7,1.0,1.7,350,26,1,35,7,0,65,0,2,2.0,150.0
JURUTI - JURUTI VELHO,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,4.9,1.0,1.4,114,10,1,18,5,1,40,20,3,4.0,60.0
SANTAREM - FARO,PASSAGEIRO/CARGA GERAL,MADEIRA,50.0,11.5,1.7,2.1,400,12,2,490,90,2,350,410,10,20.0,450.0
MANAUS - URUCURITUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,7.0,1.0,1.7,190,10,3,115,23,3,85,95,4,9.0,610.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,19.0,3.9,1.4,2.0,400,30,1,35,7,0,70,0,2,2.0,150.0
MANAUS - ITACOATIARA,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.6,1.8,2.2,360,12,1,115,20,1,78,90,4,12.0,300.0
BELEM - CURRALINHO,PASSAGEIRO/CARGA GERAL,MADEIRA,14.3,3.28,0.8,1.6,114,12,1,40,10,1,60,30,3,10.0,400.0
BELEM - ACARA,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.0,2.0,3.0,114,12,1,40,12,0,37,40,3,3.0,60.0
HUMAITA - MANICORE,PASSAGEIRO/CARGA GERAL,MADEIRA,26.0,6.8,2.2,2.45,450,14,1,190,40,1,116,160,6,20.0,600.0
SANTAREM - MONTE ALEGRE,PASSAGEIRO/CARGA GERAL,MADEIRA,30.2,6.92,1.82,2.44,420,14,2,154,35,2,128,120,3,5.0,200.0
BELEM - BOA VISTA DO ACARA,PASSAGEIRO,MADEIRA,14.0,3.0,0.8,1.0,136,10,1,15,5,0,40,8,2,0.7,7.0
BELEM - LIMOEIRO DO AJURU,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,5.25,1.8,1.9,180,26,1,120,20,1,90,110,4,6.0,200.0
ABAETETUBA - MUANA,PASSAGEIRO/CARGA GERAL,MADEIRA,22.5,5.4,1.0,1.8,357,12,1,55,11,1,85,45,3,3.5,100.0
MANAUS - CAAPIRANGA,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,5.5,1.5,2.5,160,12,1,54,10,1,40,40,3,13.0,350.0
MANAUS - CURARI,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,4.5,1.2,1.9,114,12,1,18,4,1,32,16,2,2.5,180.0
ICOARACI - CAMARA,FERRY BOAT,ACO NAVAL,66.0,12.0,2.2,4.75,700,12,2,900,165,2,446,790,6,2.5,600.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,15.0,3.6,1.5,2.1,460,25,1,35,7,0,50,0,2,2.0,150.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,16.9,3.6,0.75,1.0,125,12,1,23,6,1,66,0,3,0.8,20.0
MACAPA - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,18.5,5.4,1.3,1.6,190,12,2,52,10,1,100,40,6,7.0,8.0
BELEM - ACARA NOVO,PASSAGEIRO,MADEIRA,10.0,2.5,0.8,1.0,350,12,1,15,5,0,10,0,2,2.5,12.0
JURUTI - OBIDOS,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,5.0,1.2,2.0,160,11,1,15,4,1,38,15,2,6.0,60.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,MADEIRA,22.0,5.8,1.8,2.2,270,10,1,40,10,2,57,35,4,12.0,250.0
BELEM - BREVES,OUTRO,MADEIRA,23.0,5.0,2.2,3.0,114,12,1,80,10,1,15,70,4,18.0,200.0
MACAPA - BAILIQUE,PASSAGEIRO/CARGA GERAL,ACO NAVAL,23.4,6.65,1.55,2.5,270,25,1,93,20,2,123,80,3,12.0,250.0
BREVES - PORTEL,LANCHA,ALUMINIO,22.0,5.5,2.5,3.3,240,23,1,90,20,1,93,70,8,2.5,90.0
MANAUS - CODAJAS,PASSAGEIRO/CARGA GERAL,MADEIRA,26.0,6.5,2.0,3.0,377,17,1,120,22,1,90,90,4,24.0,600.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,14.0,3.1,1.2,1.5,200,16,1,20,5,1,80,0,2,0.8,50.0
SANTAREM - VILA BOIM,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,4.3,1.6,2.4,200,15,1,109,21,2,90,47,4,8.0,300.0
VITORIA DO XINGU - PORTO DE MOZ,LANCHA,ALUMINIO,24.0,7.0,1.4,1.8,400,20,1,35,7,1,72,0,5,3.0,300.0
TERRA SANTA - PARINTINS,LANCHA,ALUMINIO,12.7,2.6,0.63,1.0,500,25,1,35,7,1,43,0,3,2.5,120.0
MANAUS - NOVA OLINDA DO NORTE,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.0,1.2,1.9,940,13,2,100,18,1,88,80,4,12.0,300.0
MANAUS - MANAQUIRI,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,5.3,1.8,2.8,200,10,2,32,6,2,65,25,3,7.0,300.0
BELEM - MUANA,FERRY BOAT,ACO NAVAL,41.0,9.0,1.8,2.0,420,12,2,360,72,2,315,298,4,5.0,500.0
BELEM - BOA VISTA DO ACARA,PASSAGEIRO,MADEIRA,12.0,2.65,0.75,1.0,170,12,2,12,5,1,40,8,2,0.5,5.0
ICOARACI - COTIJUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,12.35,2.48,0.65,0.86,170,14,1,22,7,0,46,0,2,0.8,20.0
MANAUS - MAMORI,PASSAGEIRO/CARGA GERAL,MADEIRA,19.0,5.0,1.3,2.0,140,15,2,29,6,1,50,25,3,7.0,420.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,4.1,1.0,1.6,380,30,1,35,7,0,55,0,2,2.0,150.0
SANTAREM - SURUACA,PASSAGEIRO/CARGA GERAL,MADEIRA,17.75,4.42,1.0,1.33,750,15,1,23,4,1,36,20,5,6.0,220.0
ITAITUBA - AVEIRO,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,4.0,1.2,1.4,280,15,1,20,4,1,45,20,3,8.0,160.0
MACAPA - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,4.0,0.9,1.3,200,14,2,12,4,1,40,10,3,8.0,250.0
SANTAREM - ALMEIRIM,PASSAGEIRO/CARGA GERAL,ACO NAVAL,39.0,8.0,1.15,2.6,600,10,2,420,80,2,352,350,8,7.0,500.0
SANTANA - BREVES,FERRY BOAT,ACO NAVAL,37.0,9.0,1.6,2.0,315,12,2,185,30,2,229,156,9,12.0,300.0
PARINTINS - URUCARA,PASSAGEIRO/CARGA GERAL,MADEIRA,23.0,6.2,1.7,2.1,315,10,3,109,21,1,76,60,3,12.0,600.0
ICOARACI - CAMARA,FERRY BOAT,ACO NAVAL,76.0,16.0,2.8,2.8,932,15,2,1410,250,2,1120,1240,5,3.0,400.0
SANTAREM - ALENQUER,PASSAGEIRO/CARGA GERAL,MADEIRA,30.0,7.2,2.1,2.73,373,13,1,120,25,2,180,100,6,5.0,150.0
ANAJAS - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,26.0,6.3,1.9,2.8,290,12,1,95,18,2,90,90,6,15.0,300.0
TERRA SANTA - JURUTI,PASSAGEIRO/CARGA GERAL,MADEIRA,18.0,4.1,0.9,1.2,160,10,1,109,21,1,28,25,3,4.5,75.0
MELGACO - BREVES,LANCHA,ALUMINIO,19.25,4.3,1.3,1.8,420,23,1,30,5,1,60,0,2,0.8,70.0
BELEM - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,14.0,3.7,1.5,1.8,230,12,1,25,8,1,45,20,4,24.0,300.0
MANAUS - CODAJAS,PASSAGEIRO/CARGA GERAL,MADEIRA,26.66,10.6,1.8,2.2,160,9,1,88,16,1,76,78,4,24.0,450.0
MANAUS - NOVA OLINDA DO NORTE,PASSAGEIRO/CARGA GERAL,MADEIRA,28.0,7.0,1.7,2.2,420,9,2,95,20,1,92,70,5,11.0,600.0
TABATINGA - BENJAMIN CONSTANT,CHATA,FIBRA,8.0,1.8,0.6,1.0,200,40,1,11,3,1,18,8,1,0.5,40.0
MANAUS - ANORI,PASSAGEIRO/CARGA GERAL,MADEIRA,22.0,7.0,1.9,2.8,160,10,1,48,8,2,70,40,4,20.0,500.0
JURUTI - JURUTI VELHO,PASSAGEIRO/CARGA GERAL,MADEIRA,17.7,4.5,0.8,1.1,610,15,1,18,5,1,30,15,3,3.0,50.0
MACAPA - PORTEL,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,5.7,1.7,2.1,220,10,2,87,15,2,97,80,4,15.0,600.0
ANAJAS - BREVES,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,5.7,1.7,2.1,220,10,2,90,17,2,97,80,4,15.0,600.0
MACAPA - PORTEL,PASSAGEIRO/CARGA GERAL,MADEIRA,24.0,6.25,1.2,1.9,315,14,1,54,11,1,143,50,7,12.0,400.0
MANACAPURU - CAAPIRANGA,CHATA,MADEIRA,16.0,3.2,1.8,2.0,430,20,1,26,5,1,50,20,2,6.0,300.0
MANAUS - ITACOATIARA,PASSAGEIRO/CARGA GERAL,MADEIRA,22.15,6.3,1.5,2.3,306,12,1,98,20,2,95,80,5,18.0,550.0
TEFE - UARINI,PASSAGEIRO/CARGA GERAL,MADEIRA,22.26,5.14,1.56,1.8,170,10,3,109,21,0,60,15,2,6.0,250.0
SANTAREM - CURUA,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,6.0,1.6,2.1,500,12,1,50,12,1,70,45,4,6.0,90.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,21.0,3.8,1.15,1.8,390,30,1,35,7,0,45,0,2,2.0,150.0
BELEM - BARCARENA,LANCHA,ALUMINIO,20.0,3.2,0.6,1.2,450,23,1,50,10,1,60,0,3,0.7,70.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,19.0,4.2,1.3,1.7,200,12,1,25,8,1,100,0,3,0.7,20.0
BELEM - LIMOEIRO DO AJURU,PASSAGEIRO/CARGA GERAL,MADEIRA,26.0,6.1,1.64,2.0,450,12,1,60,10,1,132,60,4,8.0,250.0
MANAUS - JANAUACA,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,5.0,1.5,2.0,200,12,1,58,10,1,65,50,3,4.0,75.0
BELEM - SAO FRANCISCO,LANCHA,ACO NAVAL,18.0,4.0,1.7,2.0,400,18,1,21,6,1,105,0,3,0.8,100.0
MANAUS - NOVA OLINDA DO NORTE,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,8.0,2.0,2.5,477,13,1,96,18,2,105,80,6,12.0,400.0
MANAUS - RIO PRETO DA EVA,PASSAGEIRO/CARGA GERAL,MADEIRA,20.0,6.0,1.3,2.1,250,10,2,86,17,1,60,70,5,10.0,500.0
TEFE - UARINI,PASSAGEIRO/CARGA GERAL,MADEIRA,14.0,3.0,1.0,1.3,200,10,1,109,21,1,28,0,2,6.0,250.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,18.0,3.9,1.0,1.55,500,25,1,35,7,0,45,0,2,2.0,150.0
MACAPA - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,18.5,4.0,1.5,2.4,190,12,1,38,7,3,60,30,3,7.0,250.0
ITACOATIARA - URUCURITUBA,PASSAGEIRO/CARGA GERAL,MADEIRA,25.0,5.0,1.5,2.0,114,12,1,37,10,1,65,30,2,6.0,400.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,3.6,1.25,1.85,500,30,1,35,7,0,60,0,2,2.0,150.0
MACAPA - CHAVES,PASSAGEIRO/CARGA GERAL,MADEIRA,17.0,3.0,1.5,1.9,200,12,1,18,4,1,35,14,3,5.0,500.0
ALENQUER - CURUA,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,3.7,1.1,14.0,350,12,1,109,21,1,30,15,2,3.0,40.0
TEFE - MARAA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,27.0,6.5,1.6,2.0,170,16,1,110,25,1,140,83,6,22.0,600.0
TEFE - MARAA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,30.0,8.0,1.35,1.7,280,18,1,77,18,1,215,60,7,22.0,600.0
CURRALINHO - OEIRAS DO PARA,LANCHA,ALUMINIO,12.0,3.0,0.9,1.3,350,20,1,25,5,1,40,0,2,0.4,30.0
BELEM - SAO FRANCISCO,LANCHA,ALUMINIO,19.0,3.0,1.3,1.3,350,25,2,30,7,1,90,0,3,0.8,80.0
CURRALINHO - BREVES,LANCHA,ALUMINIO,22.0,3.0,0.6,2.0,290,23,2,16,4,1,96,10,3,3.0,200.0
SANTAREM - ITAITUBA,LANCHA,ALUMINIO,25.6,4.3,1.0,1.4,600,25,1,35,7,1,92,0,3,5.0,700.0
CAMETA - MOCAJUBA,LANCHA,ALUMINIO,21.0,3.0,0.6,0.9,240,25,1,35,7,0,90,0,3,1.3,200.0
BOA VISTA DO RAMOS - MAUES,PASSAGEIRO/CARGA GERAL,MADEIRA,16.0,3.2,1.2,1.8,114,12,2,18,4,1,30,15,2,5.0,60.0
ABAETETUBA - MUANA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,29.0,7.0,1.0,1.5,360,12,1,55,12,1,60,50,5,3.0,100.0
SANTAREM - SANTANA DO TAPARA,LANCHA,ALUMINIO,25.4,2.7,1.0,1.2,1400,26,1,35,7,1,99,0,3,3.0,450.0
BELEM - SAO SEBASTIAO DA BOA VISTA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,35.0,8.5,1.7,2.0,550,14,2,310,60,2,204,284,4,7.0,600.0
SANTAREM - MONTE ALEGRE,PASSAGEIRO/CARGA GERAL,MADEIRA,28.99,7.25,1.3,2.3,420,10,2,160,35,2,130,100,7,5.0,400.0
SANTAREM - ALENQUER,PASSAGEIRO/CARGA GERAL,MADEIRA,31.8,6.9,1.6,1.9,315,15,1,140,25,2,195,120,4,5.0,200.0
MACAPA - AFUA,LANCHA,ALUMINIO,23.0,4.1,1.3,1.9,350,22,1,38,8,1,90,0,3,2.0,600.0
MACAPA - AFUA,CATAMARA PASSAGEIRO,ALUMINIO,20.0,4.2,1.0,1.32,260,25,1,29,6,1,94,0,5,2.7,400.0
MACAPA - AFUA,PASSAGEIRO/CARGA GERAL,ACO NAVAL,38.5,8.0,1.7,2.55,954,15,2,210,45,1,300,199,6,40.0,400.0
ICOARACI - COTIJUBA,PASSAGEIRO,MADEIRA,16.14,2.94,0.9,1.2,190,14,1,55,11,0,43,0,3,0.8,20.0
HUMAITA - MANICORE,PASSAGEIRO/CARGA GERAL,MADEIRA,20.7,5.6,1.2,1.68,240,12,1,44,7,2,75,36,4,20.0,500.0
HUMAITA - MANICORE,PASSAGEIRO/CARGA GERAL,MADEIRA,21.4,6.3,1.89,2.01,315,14,1,65,10,2,107,52,7,20.0,600.0
ORIXIMINA - PORTO TROMBETAS,PASSAGEIRO/CARGA GERAL,MADEIRA,22.0,5.8,1.9,2.4,180,12,2,60,15,1,50,50,4,4.0,250.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,4.0,1.15,1.75,380,30,1,35,7,0,45,0,2,2.0,150.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,4.1,1.2,1.8,460,30,1,35,7,0,50,0,2,2.0,150.0
MANAUS - CAAPIRANGA,PASSAGEIRO/CARGA GERAL,MADEIRA,21.5,6.75,1.5,2.2,250,12,2,40,6,1,40,30,4,15.0,400.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,4.0,1.0,1.55,500,27,1,35,7,0,60,0,2,2.0,150.0
SANTAREM - ALENQUER,PASSAGEIRO/CARGA GERAL,MADEIRA,27.0,6.0,2.0,2.4,315,10,2,96,14,1,107,80,5,2.0,160.0
BREVES - PORTEL,PASSAGEIRO,ALUMINIO,19.7,3.2,0.45,2.7,420,19,1,24,7,1,57,0,2,1.8,150.0
MANAUS - CAREIRO DA VARZEA,LANCHA,ALUMINIO,20.0,3.8,1.5,2.1,420,25,1,35,7,0,65,0,2,2.0,150.0
BELEM - PONTA DE PEDRAS,OUTRO,MADEIRA,18.0,4.2,2.5,3.2,135,25,1,40,10,1,20,30,3,4.0,75.0
